word,pos_tag,spoken_frequency_zipf,log_phonotactic_probability,lexical_competition_risk,phonetic_instability,cluster_label
keeps,NOUN,4.67,-6.763862748807965,5.66,1,3
lawyer,NOUN,4.67,-8.822021422702989,0.0,0,3
legs,NOUN,4.67,-6.577969633582666,9.16,1,3
lying,VERB,4.67,-5.08972071011969,14.09,0,0
measures,NOUN,4.67,-6.268072168291516,4.65,1,3
mistake,NOUN,4.67,-5.082857660507011,0.0,1,0
ms,NOUN,4.67,-5.517267223702961,10.04,1,0
muslim,NOUN,4.67,-5.589354393905897,0.0,1,0
organizations,NOUN,4.67,-4.820788374010724,4.92,4,1
platform,NOUN,4.67,-5.951401880804442,0.0,0,0
pool,NOUN,4.67,-7.692316240178398,24.5,0,3
pulled,VERB,4.67,-6.918614022317013,4.82,1,3
regarding,VERB,4.67,-5.099440278638662,0.0,1,0
relations,NOUN,4.67,-4.812540048623762,0.0,2,1
requires,VERB,4.67,-5.65116535690959,5.02,1,0
route,NOUN,4.67,-6.44834506232231,50.05,1,4
saved,VERB,4.67,-7.5910511434917085,9.95,1,3
schedule,NOUN,4.67,-6.760646477943927,0.0,0,3
scientific,ADJ,4.67,-4.858314287099931,0.0,2,1
shoes,NOUN,4.67,-7.397015124833567,29.860000000000003,1,3
smoke,NOUN,4.67,-6.975648755025787,4.61,1,3
squad,NOUN,4.67,-6.274639458753027,0.0,2,1
teach,NOUN,4.67,-6.182218355620541,34.629999999999995,0,3
testing,VERB,4.67,-4.658028915556488,0.0,0,0
tests,NOUN,4.67,-4.996827067965396,5.19,1,0
values,NOUN,4.67,-6.467753487603737,5.15,1,3
walked,VERB,4.67,-6.317432942724701,14.86,1,3
williams,NOUN,4.67,-5.657074476691093,4.88,2,1
ya,NOUN,4.67,-7.350034797713113,38.27,0,3
abuse,NOUN,4.66,-6.079491712563346,0.0,2,1
angry,ADJ,4.66,-5.577177136871166,0.0,1,0
businesses,NOUN,4.66,-5.436800427041351,0.0,3,1
candidate,NOUN,4.66,-5.377475299083891,4.56,2,1
comfortable,ADJ,4.66,-5.150730466986536,0.0,2,1
concern,NOUN,4.66,-4.722367143421873,9.34,1,0
developing,VERB,4.66,-5.262330723520309,0.0,1,0
discuss,NOUN,4.66,-4.861838204910703,0.0,1,0
elections,NOUN,4.66,-4.938995329254375,5.08,2,1
emotional,ADJ,4.66,-4.7372557671590325,0.0,2,1
et,NOUN,4.66,-6.269301904844839,100.41,1,4
everywhere,ADV,4.66,-5.856395337530309,0.0,0,0
facilities,NOUN,4.66,-5.336347428807498,0.0,3,1
falling,VERB,4.66,-5.0699283965282085,10.59,0,0
fox,NOUN,4.66,-5.906634547593159,14.38,1,0
guns,NOUN,4.66,-4.482106009028678,23.83,1,0
hole,NOUN,4.66,-6.729517047625818,65.01,0,4
holiday,NOUN,4.66,-5.74972694166527,0.0,1,0
interests,NOUN,4.66,-4.476488534369533,5.17,3,1
internal,ADJ,4.66,-4.507212604555087,0.0,1,0
ireland,NOUN,4.66,-4.750183241356201,5.01,2,1
italian,ADJ,4.66,-4.9506099106107815,0.0,1,0
italy,NOUN,4.66,-4.677977465947238,0.0,1,0
jersey,NOUN,4.66,-6.168540685196319,4.65,0,3
laugh,NOUN,4.66,-6.387492327213571,16.22,1,3
leg,NOUN,4.66,-6.635387372058957,35.66,1,3
letters,NOUN,4.66,-5.545282409988249,4.95,1,0
liberal,ADJ,4.66,-4.903126188312222,0.0,1,0
listening,VERB,4.66,-4.893719300879224,0.0,1,0
loves,NOUN,4.66,-5.85404970484466,20.75,1,0
lunch,NOUN,4.66,-4.4502309600022345,9.260000000000002,0,0
max,NOUN,4.66,-5.559624989457892,20.18,1,0
milk,NOUN,4.66,-5.972642792867394,4.5,1,0
pack,NOUN,4.66,-6.044848446340392,35.150000000000006,1,3
payment,NOUN,4.66,-4.699865554827416,9.25,2,1
perform,NOUN,4.66,-5.876594193639408,4.68,0,0
recorded,VERB,4.66,-5.144036980847234,0.0,3,1
relatively,ADV,4.66,-5.232608280788633,0.0,1,0
sector,NOUN,4.66,-5.440498633129327,10.14,0,0
sharing,VERB,4.66,-4.932683077670022,4.85,0,0
snow,NOUN,4.66,-7.173362797115607,10.95,0,3
storm,NOUN,4.66,-5.0916561049567965,15.099999999999998,0,0
streets,NOUN,4.66,-4.854165020892735,10.48,2,1
strike,NOUN,4.66,-5.141342677989677,0.0,2,1
studio,NOUN,4.66,-5.591017340971731,0.0,0,0
sub,NOUN,4.66,-5.241438102777955,10.25,1,0
weak,ADJ,4.66,-6.830553526078671,34.63,1,3
actor,NOUN,4.65,-5.373547506558195,14.61,0,0
advance,NOUN,4.65,-5.586866481439168,4.71,2,1
apartment,NOUN,4.65,-4.9333840173047925,0.0,4,1
asia,NOUN,4.65,-7.950942321544836,4.69,1,3
chain,NOUN,4.65,-6.865644515281755,29.9,0,3
chapter,NOUN,4.65,-6.041907676672292,0.0,0,0
committed,VERB,4.65,-5.145064232251429,0.0,3,1
confidence,NOUN,4.65,-5.030570690205824,0.0,3,1
cook,NOUN,4.65,-8.205416245960413,32.059999999999995,1,3
cute,NOUN,4.65,-6.185481428371266,4.56,1,3
equal,ADJ,4.65,-5.170005069741182,0.0,1,0
fake,NOUN,4.65,-7.251217891448735,51.03,1,4
finance,NOUN,4.65,-4.8177262332494735,0.0,2,1
focused,VERB,4.65,-5.205947869953743,5.0,2,1
hits,NOUN,4.65,-5.586039439799839,5.37,1,0
identity,NOUN,4.65,-5.175618433738054,0.0,1,0
journey,NOUN,4.65,-6.692966532050681,4.66,0,3
kitchen,NOUN,4.65,-4.880959261329867,0.0,1,0
korea,NOUN,4.65,-5.158918968507982,4.49,1,0
leads,NOUN,4.65,-5.649547162250874,19.92,1,0
maintain,NOUN,4.65,-5.662391042296451,0.0,0,0
measure,NOUN,4.65,-7.118241769903304,4.67,0,3
numerous,ADJ,4.65,-5.890866554279797,0.0,2,1
owners,NOUN,4.65,-5.870415738785841,4.83,1,0
posts,NOUN,4.65,-5.158332840250865,5.43,1,0
properties,NOUN,4.65,-5.868372960109862,5.11,1,0
quiet,ADJ,4.65,-5.872892489477987,5.29,2,1
revealed,VERB,4.65,-5.760708444925014,0.0,1,0
specifically,ADV,4.65,-5.36473712276588,0.0,1,0
split,NOUN,4.65,-5.439784161358595,0.0,2,1
task,NOUN,4.65,-5.896041646384171,9.91,1,0
taxes,NOUN,4.65,-5.471942447543564,0.0,2,1
twenty,NOUN,4.65,-5.393421767526276,0.0,0,0
urban,ADJ,4.65,-4.536823923507693,0.0,1,0
acts,NOUN,4.64,-5.382962817277035,14.67,1,0
affected,ADJ,4.64,-5.369428909406408,0.0,3,1
aircraft,NOUN,4.64,-5.953533126273426,0.0,2,1
applications,NOUN,4.64,-5.026318129401462,4.86,3,1
approved,VERB,4.64,-6.188097626943841,4.48,2,1
approximately,ADV,4.64,-5.338275151271842,0.0,3,1
argument,NOUN,4.64,-4.837295200159683,0.0,4,1
arrested,VERB,4.64,-4.962563959651588,4.48,2,1
claimed,NOUN,4.64,-6.473165119646729,9.81,1,3
conflict,NOUN,4.64,-4.812867398593335,0.0,2,1
considering,VERB,4.64,-4.708313162204963,0.0,1,0
corporate,ADJ,4.64,-5.2446704441172605,0.0,2,1
debate,NOUN,4.64,-5.564339713648779,0.0,2,1
determined,VERB,4.64,-4.752348562246601,0.0,2,1
distribution,NOUN,4.64,-4.795961510210358,0.0,3,1
documents,NOUN,4.64,-5.03714920173801,0.0,3,1
escape,NOUN,4.64,-5.537956220391444,0.0,1,0
extended,VERB,4.64,-4.930371380121406,0.0,3,1
factors,NOUN,4.64,-5.535202401060466,9.22,1,0
faster,NOUN,4.64,-5.101039876045339,14.73,0,0
fault,NOUN,4.64,-6.624420140774053,28.61,1,3
fill,NOUN,4.64,-5.886492106741632,79.82000000000001,0,4
films,NOUN,4.64,-6.34107876247614,5.2,1,3
flowers,NOUN,4.64,-6.299675910812256,0.0,1,3
friendly,ADV,4.64,-5.510948863617089,0.0,1,0
ladies,NOUN,4.64,-6.096589534949106,4.95,1,0
lay,NOUN,4.64,-5.967376995578921,113.4,0,4
lights,NOUN,4.64,-5.651017363921911,33.85,1,0
millions,NOUN,4.64,-4.86191964303038,0.0,2,1
mixed,ADJ,4.64,-4.836463103366557,14.239999999999998,1,0
phase,NOUN,4.64,-7.352449900282303,39.48,1,3
properly,ADV,4.64,-5.743667408355116,5.11,0,0
pure,NOUN,4.64,-7.287611121583882,5.09,0,3
reduced,VERB,4.64,-5.196707074195232,9.6,2,1
requirements,NOUN,4.64,-4.930554125623884,0.0,2,1
residents,NOUN,4.64,-4.888142035643454,0.0,2,1
revenue,NOUN,4.64,-5.0565954664726345,0.0,1,0
sam,NOUN,4.64,-6.579084825853045,24.62,0,3
sat,NOUN,4.64,-6.524719845840157,71.99,1,4
secure,NOUN,4.64,-5.748167057665451,0.0,0,0
smile,NOUN,4.64,-7.0930131425083776,19.700000000000003,0,3
strange,NOUN,4.64,-5.196483060666768,0.0,1,0
talent,NOUN,4.64,-4.642635321070747,0.0,2,1
temperature,NOUN,4.64,-5.675031765824496,0.0,2,1
thousand,NOUN,4.64,-4.91219954941737,4.77,2,1
tony,NOUN,4.64,-6.514544954940988,9.11,0,3
troops,NOUN,4.64,-5.964047843347307,5.12,1,0
truck,NOUN,4.64,-5.017163053634345,9.5,1,0
votes,NOUN,4.64,-5.938701333581097,9.95,1,0
authorities,NOUN,4.63,-5.399311871560789,4.81,3,1
basically,ADV,4.63,-5.369761812117056,0.0,0,0
bird,NOUN,4.63,-6.371022171124991,40.35,1,3
blame,NOUN,4.63,-6.383808120326175,4.95,0,3
bob,NOUN,4.63,-7.056939976403057,24.71,1,3
bowl,NOUN,4.63,-6.746538196519603,58.35,0,4
causes,NOUN,4.63,-6.2502197321447,0.0,2,1
chicken,NOUN,4.63,-4.5109487805016535,0.0,1,0
collected,VERB,4.63,-4.971787246528015,9.36,3,1
context,NOUN,4.63,-5.063877855491976,4.53,1,0
coverage,NOUN,4.63,-5.553782683574393,0.0,1,0
determine,NOUN,4.63,-4.729323971847735,0.0,2,1
display,NOUN,4.63,-5.246260164012627,0.0,1,0
dying,VERB,4.63,-5.180388563738423,9.42,0,0
elected,VERB,4.63,-5.293813524090078,0.0,2,1
examples,NOUN,4.63,-5.531763810858144,5.27,2,1
experienced,ADJ,4.63,-4.789225244428197,5.27,3,1
falls,NOUN,4.63,-6.350668400329655,37.81,1,3
false,ADJ,4.63,-6.899965696707308,19.63,1,3
fired,VERB,4.63,-6.62597307658655,20.26,1,3
forgot,NOUN,4.63,-7.104914369574381,5.06,1,3
funding,NOUN,4.63,-4.424596823061625,4.85,0,0
identified,VERB,4.63,-5.4605586875238,4.56,2,1
incredible,ADJ,4.63,-4.929184347687276,0.0,3,1
inspired,VERB,4.63,-5.089637917844649,0.0,2,1
launched,VERB,4.63,-7.145428882080672,4.69,1,3
meat,NOUN,4.63,-6.577969633582666,54.67,1,4
ministry,NOUN,4.63,-4.563957227904052,0.0,2,1
mode,NOUN,4.63,-7.014594665408252,35.24,1,3
neck,NOUN,4.63,-5.970411721243654,19.35,1,0
noticed,VERB,4.63,-4.9946709057770695,4.9,2,1
novel,NOUN,4.63,-5.243494010167348,0.0,1,0
obvious,ADJ,4.63,-5.8497289015930125,0.0,2,1
passing,NOUN,4.63,-5.056920622986523,0.0,0,0
positions,NOUN,4.63,-4.973131438515248,5.21,3,1
remaining,VERB,4.63,-5.159007700347373,0.0,0,0
scored,VERB,4.63,-5.547668865493051,9.43,1,0
shirt,NOUN,4.63,-7.039071982983819,25.15,1,3
shots,NOUN,4.63,-5.954130227461292,10.1,1,0
slowly,ADV,4.63,-5.8155669129266565,0.0,0,0
stadium,NOUN,4.63,-5.300738294631059,0.0,1,0
stores,NOUN,4.63,-4.9547844013562505,24.94,1,0
surgery,NOUN,4.63,-6.930184953948322,0.0,0,3
trading,NOUN,4.63,-4.970225864669276,5.18,0,0
tuesday,NOUN,4.63,-6.689793127968367,0.0,0,3
vision,NOUN,4.63,-4.9113774619892965,5.07,1,0
whenever,NOUN,4.63,-5.97272523002383,0.0,0,0
worried,ADJ,4.63,-6.614332217588848,15.989999999999998,1,3
zero,NOUN,4.63,-6.674764372413594,4.68,0,3
allowing,VERB,4.62,-4.771986571631181,0.0,1,0
begins,NOUN,4.62,-5.027937619753318,4.84,1,0
champion,NOUN,4.62,-5.071577091207457,4.5,1,0
charged,VERB,4.62,-6.4028310341494405,5.02,1,3
cream,NOUN,4.62,-5.322868289176905,9.8,0,0
crisis,NOUN,4.62,-5.4484381772164205,0.0,2,1
daniel,NOUN,4.62,-5.020950816623786,0.0,1,0
delivered,VERB,4.62,-5.45995198128504,9.14,1,0
editor,NOUN,4.62,-5.304689626339067,0.0,1,0
estimated,VERB,4.62,-4.957595600551827,0.0,3,1
giant,NOUN,4.62,-4.642635321070747,0.0,2,1
iran,NOUN,4.62,-5.980390095839735,0.0,0,0
jail,NOUN,4.62,-7.374484275694216,24.21,0,3
jim,NOUN,4.62,-6.0720630758881216,13.79,0,3
kingdom,NOUN,4.62,-5.171563137102554,0.0,1,0
literature,NOUN,4.62,-5.690051181844904,0.0,1,0
mayor,NOUN,4.62,-7.376959228057308,42.68,0,3
minor,NOUN,4.62,-6.514544954940988,15.0,0,3
moments,NOUN,4.62,-4.746934231234329,5.24,2,1
opposite,NOUN,4.62,-5.914555359168059,0.0,3,1
orange,NOUN,4.62,-4.596272884623438,0.0,1,0
pages,NOUN,4.62,-6.312430431041729,4.53,2,1
remained,VERB,4.62,-5.4361069552920505,9.63,1,0
selection,NOUN,4.62,-4.6664425800636815,4.96,2,1
serving,VERB,4.62,-5.310485094008969,4.59,0,0
signal,NOUN,4.62,-5.0585322572884746,0.0,1,0
stream,NOUN,4.62,-4.827991289294248,15.0,1,0
struggle,NOUN,4.62,-4.748425272292783,0.0,2,1
suicide,NOUN,4.62,-5.875268547905787,0.0,2,1
talked,VERB,4.62,-6.302636355895939,19.38,1,3
theme,NOUN,4.62,-7.231714135535163,10.75,0,3
thursday,NOUN,4.62,-6.141009184388,0.0,0,3
tiny,ADJ,4.62,-6.418727511658846,4.64,0,3
typically,ADV,4.62,-5.215865870029466,0.0,0,0
un,NOUN,4.62,-5.6733512375626605,50.64,0,4
unfortunately,ADV,4.62,-5.196860660850479,0.0,3,1
usual,ADJ,4.62,-5.4308481171247,5.15,2,1
vehicles,NOUN,4.62,-5.071165857836291,4.76,2,1
virginia,NOUN,4.62,-5.1107711487627325,0.0,1,0
voted,VERB,4.62,-5.407761765472363,4.69,2,1
voting,NOUN,4.62,-4.951377252684433,0.0,0,0
walls,NOUN,4.62,-6.419359330182331,28.29,1,3
wave,NOUN,4.62,-7.000879848972612,36.59,1,3
alcohol,NOUN,4.61,-6.058254133325819,0.0,1,0
assembly,ADV,4.61,-5.49787867760469,0.0,2,1
breakfast,NOUN,4.61,-5.2634657996131216,0.0,2,1
bright,NOUN,4.61,-6.25357764312091,16.150000000000002,1,3
brings,NOUN,4.61,-5.000392926681995,5.27,1,0
capable,ADJ,4.61,-5.253734134358842,0.0,2,1
carrying,VERB,4.61,-5.059998347335298,0.0,0,0
chosen,NOUN,4.61,-4.87952940312408,0.0,1,0
combination,NOUN,4.61,-4.758767852088965,0.0,2,1
conservative,ADJ,4.61,-4.89155842913144,0.0,3,1
customer,NOUN,4.61,-4.832722190267482,4.78,1,0
cutting,VERB,4.61,-4.542444244080181,10.260000000000002,0,0
desire,NOUN,4.61,-5.761594866999364,5.17,0,0
destroyed,NOUN,4.61,-5.05019714543055,4.52,2,1
draft,NOUN,4.61,-6.312005955909874,0.0,1,3
drunk,NOUN,4.61,-5.687223337084503,4.9,1,0
essential,ADJ,4.61,-5.086200789459526,0.0,1,0
fail,NOUN,4.61,-7.159298304818044,74.18,0,4
familiar,ADJ,4.61,-5.80254811770307,0.0,1,0
finds,NOUN,4.61,-5.768276196797262,15.01,1,0
granted,VERB,4.61,-4.987457486780879,0.0,2,1
guilty,ADJ,4.61,-6.039621711663949,0.0,0,0
humans,NOUN,4.61,-4.758615114916113,5.35,2,1
hundreds,NOUN,4.61,-5.003786798667422,4.71,3,1
id,NOUN,4.61,-5.230937261536748,43.11,1,0
improved,VERB,4.61,-6.0745331615566585,4.79,2,1
jewish,NOUN,4.61,-6.965734029205988,0.0,0,3
largely,ADV,4.61,-5.848864895709827,0.0,1,0
laughing,VERB,4.61,-5.248797944542227,0.0,0,0
markets,NOUN,4.61,-5.649694937802814,5.29,2,1
medium,NOUN,4.61,-5.803197367279518,5.3,1,0
ohio,NOUN,4.61,-8.114933214257022,0.0,0,3
opportunities,NOUN,4.61,-5.757382638348184,4.95,2,1
papers,NOUN,4.61,-6.034747901624341,5.07,1,0
perfectly,ADV,4.61,-5.777292318032302,0.0,2,1
recommend,NOUN,4.61,-5.176953195263548,0.0,2,1
referred,VERB,4.61,-5.7233629266351445,0.0,2,1
relevant,NOUN,4.61,-4.856488185703946,0.0,3,1
seek,NOUN,4.61,-6.245005452149781,66.13000000000001,1,4
sending,VERB,4.61,-4.820878943999985,9.39,0,0
solo,NOUN,4.61,-6.6755885591702375,14.31,0,3
spoke,NOUN,4.61,-6.281950546892497,9.7,1,3
stands,NOUN,4.61,-5.0320208435529405,5.14,1,0
talks,NOUN,4.61,-5.987787316415656,20.36,1,0
ticket,NOUN,4.61,-5.085990505267755,4.6,2,1
unable,ADJ,4.61,-4.583448812428133,0.0,2,1
upset,NOUN,4.61,-6.09589660502723,0.0,2,1
wing,VERB,4.61,-4.697275606523537,30.81,0,0
answers,NOUN,4.6,-5.277568128605591,5.17,1,0
birds,NOUN,4.6,-6.336538472409183,9.88,1,3
bomb,NOUN,4.6,-7.830718220624357,33.730000000000004,0,3
creative,ADJ,4.6,-5.1615320237662425,4.69,1,0
cycle,NOUN,4.6,-4.948638437753837,9.63,1,0
dealing,VERB,4.6,-5.038917491544561,5.13,0,0
directed,VERB,4.6,-5.211072350187544,0.0,2,1
educational,ADJ,4.6,-4.98818470515877,0.0,3,1
entertainment,NOUN,4.6,-4.913803545192804,0.0,2,1
extreme,NOUN,4.6,-4.874911494054194,0.0,1,0
facility,NOUN,4.6,-5.286250465329899,0.0,1,0
fields,NOUN,4.6,-6.462665693090755,10.14,1,3
goods,NOUN,4.6,-7.155973078200211,6.12,1,3
hang,NOUN,4.6,-6.816288840532269,18.97,0,3
holds,VERB,4.6,-6.388878155705665,5.19,1,3
info,NOUN,4.6,-4.760136531713685,0.0,0,0
mainly,ADV,4.6,-5.9345852833379,0.0,0,0
maximum,NOUN,4.6,-5.231932426092254,0.0,2,1
newspaper,NOUN,4.6,-6.89483905371559,0.0,0,3
offering,NOUN,4.6,-5.037841036954746,0.0,0,0
painting,NOUN,4.6,-4.831487518421633,0.0,0,0
republic,NOUN,4.6,-5.307146226484857,0.0,2,1
reserve,NOUN,4.6,-5.599792798169191,4.59,1,0
returns,NOUN,4.6,-5.327758535708624,10.010000000000002,1,0
row,NOUN,4.6,-5.884818857639911,87.46000000000001,0,4
salt,NOUN,4.6,-6.853816487011183,14.13,1,3
scared,VERB,4.6,-5.760362349999471,4.63,1,0
scottish,ADJ,4.6,-5.462093556655044,0.0,0,0
shares,NOUN,4.6,-5.637854294542095,14.349999999999998,1,0
statistics,NOUN,4.6,-4.605382208463268,0.0,2,1
switch,NOUN,4.6,-6.6682266984186045,0.0,0,3
territory,NOUN,4.6,-5.215225159481668,0.0,0,0
threat,NOUN,4.6,-6.121728141947163,0.0,1,0
tickets,NOUN,4.6,-5.08075898328804,4.61,2,1
wales,NOUN,4.6,-6.39987197961027,14.7,1,3
adults,NOUN,4.59,-4.987001778736778,4.8,2,1
affect,NOUN,4.59,-5.845157116732754,5.02,2,1
appointed,VERB,4.59,-5.299183741742665,4.46,3,1
armed,VERB,4.59,-5.928155531502663,14.61,1,0
aside,ADV,4.59,-5.47786756709969,5.5,2,1
assistance,NOUN,4.59,-4.466054539373574,4.72,3,1
bell,NOUN,4.59,-6.2841618414539,75.17999999999999,0,4
blow,NOUN,4.59,-6.347705299607176,19.99,0,3
bond,NOUN,4.59,-5.507779930806382,9.38,1,0
boyfriend,NOUN,4.59,-5.692658575278296,0.0,1,0
careful,NOUN,4.59,-5.265780478936266,4.46,1,0
